Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: 01 Laugh, 02 Laugh, 03 Laugh, 05 Laugh, 06 Laugh, 07 Laugh, 08 Laugh, 09 Laugh, 10 Laugh, 11 Laugh, 12 Laugh, 14 Laugh, 15 Laugh
Time,Duration,TrackName,comment
468399,960,15 Laugh,Smiling
469120,3880,12 Laugh,Laughing
469161,17439,06 Laugh,Smiling
469360,5360,15 Laugh,Laughing
469800,3360,03 Laugh,Smiling
470640,5400,10 Laugh,Laughing
473040,3479,12 Laugh,Not Smiling Laughing
473161,26198,03 Laugh,Not Smiling Laughing
474080,1479,07 Laugh,Not Smiling Laughing
474160,3919,09 Laugh,Smiling
474501,5578,14 Laugh,Smiling
474760,16594,15 Laugh,Not Smiling Laughing
475560,10279,07 Laugh,Laughing
476017,3542,05 Laugh,Not Smiling Laughing
476041,3478,10 Laugh,Smiling
476520,10240,12 Laugh,Smiling
476520,3200,11 Laugh,Smiling
478080,4999,09 Laugh,Laughing
479520,4319,10 Laugh,Laughing
479560,2640,05 Laugh,Laughing
479721,4279,11 Laugh,Laughing
480080,3920,14 Laugh,Laughing
480119,6321,02 Laugh,Not Smiling Laughing
481981,12059,08 Laugh,Not Smiling Laughing
482201,2748,05 Laugh,Smiling
483080,3279,09 Laugh,Not Smiling Laughing
483880,3679,10 Laugh,Smiling
484001,2479,11 Laugh,Smiling
484040,6560,14 Laugh,Smiling
485040,1000,05 Laugh,Not Smiling Laughing
485840,1080,07 Laugh,Not Smiling Laughing
486041,7198,05 Laugh,Laughing
486360,3280,09 Laugh,Laughing
486441,4439,02 Laugh,Smiling
486481,3598,11 Laugh,Laughing
486601,38558,06 Laugh,Not Smiling Laughing
